# Band Name                        ,Catalogue Name                     ,Date Observed                      ,RA,Dec,Flux,Frequency                          ,Names
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:50:10Z               ,263.2612741,-13.08043006,1.37,1.035E11                           ,J1733-1304|J1733-130|J173302-130445|B1730-130|NRAO530
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:50:10Z               ,263.2612741,-13.08043006,1.5,9.15E10                            ,J1733-1304|J1733-130|J173302-130445|B1730-130|NRAO530
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:48:43Z               ,267.8867441,9.650202333,3.11,1.035E11                           ,J1751+0939|J1751+096|J175132+093858|B1749+096
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:48:43Z               ,267.8867441,9.650202333,3.21,9.15E10                            ,J1751+0939|J1751+096|J175132+093858|B1749+096
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:46:59Z               ,255.9022551,-62.21111352,0.47,9.15E10                            ,J1703-6212|J170336-621238|J170337-621233
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:46:59Z               ,255.9022551,-62.21111352,0.43,1.035E11                           ,J1703-6212|J170336-621238|J170337-621233
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:45:11Z               ,250.7450415,39.81027609,4.37,1.035E11                           ,J1642+3948|J1642+398|J164258+394842|3C345|B1641+399
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:45:11Z               ,250.7450415,39.81027609,4.63,9.15E10                            ,J1642+3948|J1642+398|J164258+394842|3C345|B1641+399
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:43:21Z               ,244.3245469,-58.80218339,1.35,1.035E11                           ,J1617-5848|J1613-586
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:43:21Z               ,244.3245469,-58.80218339,1.47,9.15E10                            ,J1617-5848|J1613-586
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:41:34Z               ,237.6469552,5.452902336,1.07,1.035E11                           ,J1550+0527|J1550+054|J155035+052702|B1548+056
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:41:34Z               ,237.6469552,5.452902336,1.15,9.15E10                            ,J1550+0527|J1550+054|J155035+052702|B1548+056
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:39:59Z               ,229.4242214,-24.37207669,1.88,1.035E11                           ,J1517-2422|J1517-243|J151743-242216|B1514-241
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:39:59Z               ,229.4242214,-24.37207669,1.94,9.15E10                            ,J1517-2422|J1517-243|J151743-242216|B1514-241
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:38:12Z               ,291.2127332,-29.24170029,4.76,1.035E11                           ,J1924-2914|J1924-292|J192451-291428|B1921-293
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:38:12Z               ,291.2127332,-29.24170029,5.19,9.15E10                            ,J1924-2914|J1924-292|J192451-291428|B1921-293
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:36:33Z               ,216.9845732,-42.10539935,5.66,1.035E11                           ,J1427-4206|J1427-421|J142755-420612|B1424-418
ALMA-Band 3                        ,ALMA                               ,2024-01-23T12:36:33Z               ,216.9845732,-42.10539935,5.93,9.15E10                            ,J1427-4206|J1427-421|J142755-420612|B1424-418
ALMA-Band 4                        ,ALMA                               ,2024-01-22T00:00:00Z               ,65.81583633,-1.342518194,4.08,1.55E11                            ,J0423-0120|J0423-013|J042315-012034|B0420-014
ALMA-Band 3                        ,ALMA                               ,2024-01-22T00:00:00Z               ,84.70983983,-44.08581636,3.33,1.035E11                           ,J0538-4405|J0538-440|J053851-440507|B0537-441
ALMA-Band 3                        ,ALMA                               ,2024-01-22T00:00:00Z               ,65.81583633,-1.342518194,4.9,1.035E11                           ,J0423-0120|J0423-013|J042315-012034|B0420-014
ALMA-Band 3                        ,ALMA                               ,2024-01-22T00:00:00Z               ,65.81583633,-1.342518194,5.2,9.15E10                            ,J0423-0120|J0423-013|J042315-012034|B0420-014
ALMA-Band 3                        ,ALMA                               ,2024-01-22T00:00:00Z               ,84.70983983,-44.08581636,3.57,9.15E10                            ,J0538-4405|J0538-440|J053851-440507|B0537-441
ALMA-Band 4                        ,ALMA                               ,2024-01-22T00:00:00Z               ,136.22158,-57.58493956,2.18,1.55E11                            ,J0904-5735|J090453-573504
ALMA-Band 4                        ,ALMA                               ,2024-01-22T00:00:00Z               ,39.66220878,16.61646517,1.49,1.55E11                            ,J0238+1636|J0238+166|J023838+163704|B0235+164
ALMA-Band 3                        ,ALMA                               ,2024-01-22T00:00:00Z               ,98.94378285,-75.27133762,1.47,9.15E10                            ,J0635-7516|J0635-751|J063542-751615|B0637-752
ALMA-Band 4                        ,ALMA                               ,2024-01-22T00:00:00Z               ,133.7036455,20.10851134,2.94,1.55E11                            ,J0854+2006|J0854+201|J085448+200647|B0851+202
ALMA-Band 3                        ,ALMA                               ,2024-01-22T00:00:00Z               ,98.94378285,-75.27133762,1.37,1.035E11                           ,J0635-7516|J0635-751|J063542-751615|B0637-752
ALMA-Band 4                        ,ALMA                               ,2024-01-22T00:00:00Z               ,159.3169989,-29.56744818,2.33,1.55E11                            ,J1037-2934|J1037-295|J103716-293421|B1034-293
ALMA-Band 4                        ,ALMA                               ,2024-01-22T00:00:00Z               ,117.7168572,12.51800784,1.28,1.55E11                            ,J0750+1231|J0750+125|J075051+123113|B0748+126
ALMA-Band 3                        ,ALMA                               ,2024-01-22T00:00:00Z               ,116.8320136,-33.17971443,0.76,9.15E10                            ,J0747-3310|J0747-331|J074719-331046|B0745-330
ALMA-Band 4                        ,ALMA                               ,2024-01-22T00:00:00Z               ,77.50987138,18.01155046,1.41,1.55E11                            ,J0510+1800|J0510+180|J051002+180041|B0507+179|VLA_0510+180
ALMA-Band 4                        ,ALMA                               ,2024-01-22T00:00:00Z               ,49.95066715,41.51169602,17.94,1.55E11                            ,J0319+4130|J0319+415|J031947+413042|3C84|B0316+413
ALMA-Band 4                        ,ALMA                               ,2024-01-22T00:00:00Z               ,39.468357,28.80249724,0.91,1.55E11                            ,J0237+2848|J0237+288|J023752+284814|B0234+285
ALMA-Band 3                        ,ALMA                               ,2024-01-22T00:00:00Z               ,116.8320136,-33.17971443,0.72,1.035E11                           ,J0747-3310|J0747-331|J074719-331046|B0745-330
ALMA-Band 4                        ,ALMA                               ,2024-01-22T00:00:00Z               ,98.94378285,-75.27133762,0.97,1.55E11                            ,J0635-7516|J0635-751|J063542-751615|B0637-752
ALMA-Band 3                        ,ALMA                               ,2024-01-21T00:00:00Z               ,343.4906164,16.14821135,5.96,1.035E11                           ,J2253+1608|J2253+161|J225358+160853|3C454.3|B2251+158
ALMA-Band 3                        ,ALMA                               ,2024-01-21T00:00:00Z               ,343.4906164,16.14821135,6.3,9.15E10                            ,J2253+1608|J2253+161|J225358+160853|3C454.3|B2251+158
ALMA-Band 3                        ,ALMA                               ,2024-01-21T00:00:00Z               ,323.5429566,-1.888121914,1.98,9.15E10                            ,J2134-0153|J2134-018|J213410-015316|J213410-015325|B2131-021
ALMA-Band 3                        ,ALMA                               ,2024-01-21T00:00:00Z               ,323.5429566,-1.888121914,1.88,1.035E11                           ,J2134-0153|J2134-018|J213410-015316|J213410-015325|B2131-021
ALMA-Band 3                        ,ALMA                               ,2024-01-21T00:00:00Z               ,329.5261745,-15.0192579,1.55,9.15E10                            ,J2158-1501|J2158-150|J215806-150105|J215806-150109|B2155-152
ALMA-Band 3                        ,ALMA                               ,2024-01-21T00:00:00Z               ,329.5261745,-15.0192579,1.44,1.035E11                           ,J2158-1501|J2158-150|J215806-150105|J215806-150109|B2155-152
ALMA-Band 4                        ,ALMA                               ,2024-01-21T00:00:00Z               ,343.4906164,16.14821135,4.43,1.55E11                            ,J2253+1608|J2253+161|J225358+160853|3C454.3|B2251+158
ALMA-Band 3                        ,ALMA                               ,2024-01-21T00:00:00Z               ,314.0681659,-47.24656327,0.93,9.15E10                            ,J2056-4714|J2056-472|J205615-471445|B2052-474
ALMA-Band 4                        ,ALMA                               ,2024-01-21T00:00:00Z               ,344.5248454,-27.97257133,3.83,1.55E11                            ,J2258-2758|J2258-279|J225805-275823|B2255-282
ALMA-Band 3                        ,ALMA                               ,2024-01-21T00:00:00Z               ,314.0681659,-47.24656327,0.9,1.035E11                           ,J2056-4714|J2056-472|J205615-471445|B2052-474
ALMA-Band 4                        ,ALMA                               ,2024-01-21T00:00:00Z               ,299.499247,-38.75176554,1.18,1.55E11                            ,J1957-3845|J1957-387|J195759-384514|B1954-388
ALMA-Band 3                        ,ALMA                               ,2024-01-20T15:43:41Z               ,299.499247,-38.75176554,1.89,9.15E10                            ,J1957-3845|J1957-387|J195759-384514|B1954-388
ALMA-Band 3                        ,ALMA                               ,2024-01-20T15:43:41Z               ,299.499247,-38.75176554,1.82,1.035E11                           ,J1957-3845|J1957-387|J195759-384514|B1954-388
ALMA-Band 3                        ,ALMA                               ,2024-01-20T15:42:09Z               ,344.5248454,-27.97257133,4.88,9.15E10                            ,J2258-2758|J2258-279|J225805-275823|B2255-282
ALMA-Band 3                        ,ALMA                               ,2024-01-20T15:42:09Z               ,344.5248454,-27.97257133,4.64,1.035E11                           ,J2258-2758|J2258-279|J225805-275823|B2255-282
ALMA-Band 3                        ,ALMA                               ,2024-01-20T07:03:55Z               ,179.8826413,29.24550746,1.62,9.15E10                            ,J1159+2914|J1159+292|J115932+291453|B1156+295|VLA_J1159+2914
ALMA-Band 3                        ,ALMA                               ,2024-01-20T07:03:55Z               ,179.8826413,29.24550746,1.51,1.035E11                           ,J1159+2914|J1159+292|J115932+291453|B1156+295|VLA_J1159+2914
ALMA-Band 3                        ,ALMA                               ,2024-01-20T07:02:31Z               ,176.742908,39.97619566,1.38,1.035E11                           ,J1146+3958|J1146+399|J114657+395840|B1144+402
ALMA-Band 3                        ,ALMA                               ,2024-01-20T07:02:31Z               ,176.742908,39.97619566,1.51,9.15E10                            ,J1146+3958|J1146+399|J114657+395840|B1144+402
ALMA-Band 3                        ,ALMA                               ,2024-01-20T07:00:58Z               ,164.623355,1.566339917,3.79,1.035E11                           ,J1058+0133|J1058+015|J105830+013340|B1055+018
ALMA-Band 3                        ,ALMA                               ,2024-01-20T07:00:58Z               ,164.623355,1.566339917,4.13,9.15E10                            ,J1058+0133|J1058+015|J105830+013340|B1055+018
ALMA-Band 3                        ,ALMA                               ,2024-01-20T06:59:29Z               ,133.7036455,20.10851134,3.43,1.035E11                           ,J0854+2006|J0854+201|J085448+200647|B0851+202
ALMA-Band 3                        ,ALMA                               ,2024-01-20T06:59:29Z               ,133.7036455,20.10851134,3.69,9.15E10                            ,J0854+2006|J0854+201|J085448+200647|B0851+202
ALMA-Band 3                        ,ALMA                               ,2024-01-20T06:54:02Z               ,194.0465274,-5.789312556,7.3,9.15E10                            ,J1256-0547|J1256-057|J125610-054722|3C279|B1253-055
ALMA-Band 3                        ,ALMA                               ,2024-01-20T06:54:02Z               ,194.0465274,-5.789312556,6.63,1.035E11                           ,J1256-0547|J1256-057|J125610-054722|3C279|B1253-055
ALMA-Band 3                        ,ALMA                               ,2024-01-20T00:00:00Z               ,338.1517038,11.7308067,3.7,1.035E11                           ,J2232+1143|J2232+117|B2230+114
ALMA-Band 3                        ,ALMA                               ,2024-01-20T00:00:00Z               ,338.1517038,11.7308067,3.78,9.15E10                            ,J2232+1143|J2232+117|B2230+114
ALMA-Band 3                        ,ALMA                               ,2024-01-20T00:00:00Z               ,327.0227445,6.960723397,2.75,9.15E10                            ,J2148+0657|J2148+069|J214805+065743|B2145+067
ALMA-Band 3                        ,ALMA                               ,2024-01-20T00:00:00Z               ,327.0227445,6.960723397,2.53,1.035E11                           ,J2148+0657|J2148+069|J214805+065743|B2145+067
ALMA-Band 3                        ,ALMA                               ,2024-01-20T00:00:00Z               ,1.5578875,-6.393148611,1.9,9.15E10                            ,J0006-0623|J0006-063|J000613-062334|J000613-062338|B0003-066
ALMA-Band 3                        ,ALMA                               ,2024-01-20T00:00:00Z               ,1.5578875,-6.393148611,1.74,1.035E11                           ,J0006-0623|J0006-063|J000613-062334|J000613-062338|B0003-066
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,216.9845732,-42.10539935,4.75,1.55E11                            ,J1427-4206|J1427-421|J142755-420612|B1424-418
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,204.4157616,-12.95685928,3.15,1.55E11                            ,J1337-1257|J1337-129|J133739-125720|B1334-127
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,194.0465274,-5.789312556,5.28,1.55E11                            ,J1256-0547|J1256-057|J125610-054722|3C279|B1253-055
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,179.8826413,29.24550746,1.31,1.55E11                            ,J1159+2914|J1159+292|J115932+291453|B1156+295|VLA_J1159+2914
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,176.742908,39.97619566,1.12,1.55E11                            ,J1146+3958|J1146+399|J114657+395840|B1144+402
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,229.4242214,-24.37207669,1.75,1.55E11                            ,J1517-2422|J1517-243|J151743-242216|B1514-241
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,329.5261745,-15.0192579,1.04,1.55E11                            ,J2158-1501|J2158-150|J215806-150105|J215806-150109|B2155-152
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,267.8867441,9.650202333,2.75,1.55E11                            ,J1751+0939|J1751+096|J175132+093858|B1749+096
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,263.2612741,-13.08043006,1.03,1.55E11                            ,J1733-1304|J1733-130|J173302-130445|B1730-130|NRAO530
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,187.2779155,2.052388339,3.54,1.55E11                            ,J1229+0203|J1229+020|3C273|B1226+023
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,306.2951755,33.71672623,0.49,1.55E11                            ,J2025+3343|J2025+337|B2023+336
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,250.7450415,39.81027609,3.81,1.55E11                            ,J1642+3948|J1642+398|J164258+394842|3C345|B1641+399
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,237.6469552,5.452902336,0.91,1.55E11                            ,J1550+0527|J1550+054|J155035+052702|B1548+056
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,244.3245469,-58.80218339,1.03,1.55E11                            ,J1617-5848|J1613-586
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,314.0681659,-47.24656327,0.67,1.55E11                            ,J2056-4714|J2056-472|J205615-471445|B2052-474
ALMA-Band 3                        ,ALMA                               ,2024-01-20T00:00:00Z               ,24.42208143,33.15975939,0.28,9.15E10                            ,J0137+3309|J0137+331|3C48|B0134+329|VLA_J0137+3309
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,252.5692796,-50.74672525,0.4,1.55E11                            ,J1650-5044|J165016-504446|B1646-50
ALMA-Band 3                        ,ALMA                               ,2024-01-20T00:00:00Z               ,24.42208143,33.15975939,0.23,1.035E11                           ,J0137+3309|J0137+331|3C48|B0134+329|VLA_J0137+3309
ALMA-Band 4                        ,ALMA                               ,2024-01-20T00:00:00Z               ,255.9022551,-62.21111352,0.3,1.55E11                            ,J1703-6212|J170336-621238|J170337-621233
ALMA-Band 3                        ,ALMA                               ,2024-01-19T00:00:00Z               ,111.4609996,-0.915706369,2.8,9.15E10                            ,J0725-0054|J0725-009|B0723-008|VLA_J0725-0054
ALMA-Band 3                        ,ALMA                               ,2024-01-19T00:00:00Z               ,111.4609996,-0.915706369,2.62,1.035E11                           ,J0725-0054|J0725-009|B0723-008|VLA_J0725-0054
ALMA-Band 3                        ,ALMA                               ,2024-01-19T00:00:00Z               ,79.95717985,-45.77884811,2.26,9.15E10                            ,J0519-4546|J0519-454
ALMA-Band 3                        ,ALMA                               ,2024-01-19T00:00:00Z               ,79.95717985,-45.77884811,2.2,1.035E11                           ,J0519-4546|J0519-454
ALMA-Band 3                        ,ALMA                               ,2024-01-19T00:00:00Z               ,77.50987138,18.01155046,1.98,9.15E10                            ,J0510+1800|J0510+180|J051002+180041|B0507+179|VLA_0510+180
ALMA-Band 3                        ,ALMA                               ,2024-01-19T00:00:00Z               ,77.50987138,18.01155046,1.86,1.035E11                           ,J0510+1800|J0510+180|J051002+180041|B0507+179|VLA_0510+180
ALMA-Band 4                        ,ALMA                               ,2024-01-19T00:00:00Z               ,111.4609996,-0.915706369,2.23,1.55E11                            ,J0725-0054|J0725-009|B0723-008|VLA_J0725-0054
ALMA-Band 3                        ,ALMA                               ,2024-01-19T00:00:00Z               ,53.55689371,-40.14038831,0.96,9.15E10                            ,J0334-4008|J0334-401|J033413-400830|B0332-403
ALMA-Band 3                        ,ALMA                               ,2024-01-19T00:00:00Z               ,53.55689371,-40.14038831,0.9,1.035E11                           ,J0334-4008|J0334-401|J033413-400830|B0332-403
ALMA-Band 4                        ,ALMA                               ,2024-01-19T00:00:00Z               ,80.29119167,16.63945889,0.87,1.55E11                            ,J0521+1638|J0521+166|3C138|B0518+165|VLA_0521+166|VLA_J0521+1638
ALMA-Band 4                        ,ALMA                               ,2024-01-19T00:00:00Z               ,116.8320136,-33.17971443,0.61,1.55E11                            ,J0747-3310|J0747-331|J074719-331046|B0745-330
ALMA-Band 3                        ,ALMA                               ,2024-01-17T10:59:38Z               ,202.7845337,30.50915534,0.76,9.15E10                            ,J1331+3030|J1331+305|3C286|B1328+307|VLA_J1331+3030
ALMA-Band 3                        ,ALMA                               ,2024-01-17T10:59:38Z               ,202.7845337,30.50915534,0.67,1.035E11                           ,J1331+3030|J1331+305|3C286|B1328+307|VLA_J1331+3030
ALMA-Band 3                        ,ALMA                               ,2024-01-17T10:58:04Z               ,204.4157616,-12.95685928,3.47,1.035E11                           ,J1337-1257|J1337-129|J133739-125720|B1334-127
ALMA-Band 3                        ,ALMA                               ,2024-01-17T10:58:04Z               ,204.4157616,-12.95685928,3.64,9.15E10                            ,J1337-1257|J1337-129|J133739-125720|B1334-127
ALMA-Band 3                        ,ALMA                               ,2024-01-17T10:56:35Z               ,187.2779155,2.052388339,4.76,1.035E11                           ,J1229+0203|J1229+020|3C273|B1226+023
ALMA-Band 3                        ,ALMA                               ,2024-01-17T10:56:35Z               ,187.2779155,2.052388339,5.27,9.15E10                            ,J1229+0203|J1229+020|3C273|B1226+023
ALMA-Band 3                        ,ALMA                               ,2024-01-16T17:32:51Z               ,306.2951755,33.71672623,0.82,9.15E10                            ,J2025+3343|J2025+337|B2023+336
ALMA-Band 3                        ,ALMA                               ,2024-01-16T17:32:51Z               ,306.2951755,33.71672623,0.76,1.035E11                           ,J2025+3343|J2025+337|B2023+336
ALMA-Band 6                        ,ALMA                               ,2024-01-16T13:52:53Z               ,267.8867441,9.650202333,1.83,2.33E11                            ,J1751+0939|J1751+096|J175132+093858|B1749+096
ALMA-Band 6                        ,ALMA                               ,2024-01-16T13:50:20Z               ,255.9022551,-62.21111352,0.2,2.33E11                            ,J1703-6212|J170336-621238|J170337-621233
ALMA-Band 6                        ,ALMA                               ,2024-01-16T13:48:17Z               ,244.3245469,-58.80218339,0.62,2.33E11                            ,J1617-5848|J1613-586
ALMA-Band 6                        ,ALMA                               ,2024-01-16T13:45:49Z               ,250.7450415,39.81027609,2.76,2.33E11                            ,J1642+3948|J1642+398|J164258+394842|3C345|B1641+399
ALMA-Band 6                        ,ALMA                               ,2024-01-16T13:43:38Z               ,237.6469552,5.452902336,0.6,2.33E11                            ,J1550+0527|J1550+054|J155035+052702|B1548+056
ALMA-Band 6                        ,ALMA                               ,2024-01-16T13:41:26Z               ,229.4242214,-24.37207669,1.21,2.33E11                            ,J1517-2422|J1517-243|J151743-242216|B1514-241
ALMA-Band 6                        ,ALMA                               ,2024-01-16T13:36:39Z               ,291.2127332,-29.24170029,2.23,2.33E11                            ,J1924-2914|J1924-292|J192451-291428|B1921-293
ALMA-Band 6                        ,ALMA                               ,2024-01-16T13:34:19Z               ,216.9845732,-42.10539935,3.77,2.33E11                            ,J1427-4206|J1427-421|J142755-420612|B1424-418
ALMA-Band 3                        ,ALMA                               ,2024-01-16T01:44:37Z               ,39.66220878,16.61646517,1.86,9.15E10                            ,J0238+1636|J0238+166|J023838+163704|B0235+164
ALMA-Band 3                        ,ALMA                               ,2024-01-16T01:44:37Z               ,39.66220878,16.61646517,1.75,1.035E11                           ,J0238+1636|J0238+166|J023838+163704|B0235+164
ALMA-Band 3                        ,ALMA                               ,2024-01-15T02:01:04Z               ,80.74160267,-36.45856978,3.47,9.15E10                            ,J0522-3627|J0522-364|B0521-365
ALMA-Band 3                        ,ALMA                               ,2024-01-15T02:01:04Z               ,80.74160267,-36.45856978,3.3,1.035E11                           ,J0522-3627|J0522-364|B0521-365
ALMA-Band 3                        ,ALMA                               ,2024-01-15T01:59:33Z               ,32.69250178,-51.01719217,2.97,9.15E10                            ,J0210-5101|J021046-510101|J021046-510102|B0208-512
ALMA-Band 3                        ,ALMA                               ,2024-01-15T01:59:33Z               ,32.69250178,-51.01719217,2.78,1.035E11                           ,J0210-5101|J021046-510101|J021046-510102|B0208-512
ALMA-Band 3                        ,ALMA                               ,2024-01-14T00:16:02Z               ,49.95066715,41.51169602,23.29,1.035E11                           ,J0319+4130|J0319+415|J031947+413042|3C84|B0316+413
ALMA-Band 3                        ,ALMA                               ,2024-01-14T00:16:02Z               ,49.95066715,41.51169602,25.52,9.15E10                            ,J0319+4130|J0319+415|J031947+413042|3C84|B0316+413
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:29:25Z               ,80.29119167,16.63945889,1.37,9.15E10                            ,J0521+1638|J0521+166|3C138|B0518+165|VLA_0521+166|VLA_J0521+1638
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:29:25Z               ,80.29119167,16.63945889,1.25,1.035E11                           ,J0521+1638|J0521+166|3C138|B0518+165|VLA_0521+166|VLA_J0521+1638
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:19:29Z               ,39.468357,28.80249724,1.25,9.15E10                            ,J0237+2848|J0237+288|J023752+284814|B0234+285
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:19:29Z               ,39.468357,28.80249724,1.15,1.035E11                           ,J0237+2848|J0237+288|J023752+284814|B0234+285
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:17:47Z               ,359.4719419,-53.18713596,0.64,9.15E10                            ,J2357-5311|J2357-531|J235752-531116|B2355-534
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:17:47Z               ,359.4719419,-53.18713596,0.59,1.035E11                           ,J2357-5311|J2357-531|J235752-531116|B2355-534
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,159.3169989,-29.56744818,2.51,1.035E11                           ,J1037-2934|J1037-295|J103716-293421|B1034-293
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,166.7862255,-44.81878286,2.24,9.15E10                            ,J1107-4449|J1107-448|J110707-444905|B1104-445
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,117.7168572,12.51800784,1.6,1.035E11                           ,J0750+1231|J0750+125|J075051+123113|B0748+126
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,176.7557113,-38.20306209,1.59,9.15E10                            ,J1147-3812|J1147-382|J114702-381207|B1144-379
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,166.7862255,-44.81878286,2.11,1.035E11                           ,J1107-4449|J1107-448|J110707-444905|B1104-445
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,136.22158,-57.58493956,2.61,1.035E11                           ,J0904-5735|J090453-573504
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,159.3169989,-29.56744818,2.56,9.15E10                            ,J1037-2934|J1037-295|J103716-293421|B1034-293
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,176.7557113,-38.20306209,1.51,1.035E11                           ,J1147-3812|J1147-382|J114702-381207|B1144-379
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,136.22158,-57.58493956,2.7,9.15E10                            ,J0904-5735|J090453-573504
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,117.7168572,12.51800784,1.7,9.15E10                            ,J0750+1231|J0750+125|J075051+123113|B0748+126
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,171.7683019,-18.95484495,0.8,9.15E10                            ,J1127-1857|J1127-189|J112704-185710|J112704-185719|B1124-186
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,171.7683019,-18.95484495,0.75,1.035E11                           ,J1127-1857|J1127-189|J112704-185710|J112704-185719|B1124-186
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:27:21Z               ,171.7683019,-18.95484495,0.31,3.435E11                           ,J1127-1857|J1127-189|J112704-185710|J112704-185719|B1124-186
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:24:39Z               ,176.7557113,-38.20306209,0.8,3.435E11                           ,J1147-3812|J1147-382|J114702-381207|B1144-379
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:22:02Z               ,166.7862255,-44.81878286,0.9,3.435E11                           ,J1107-4449|J1107-448|J110707-444905|B1104-445
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:19:09Z               ,164.623355,1.566339917,2.06,3.435E11                           ,J1058+0133|J1058+015|J105830+013340|B1055+018
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:15:56Z               ,159.3169989,-29.56744818,1.46,3.435E11                           ,J1037-2934|J1037-295|J103716-293421|B1034-293
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:13:14Z               ,136.22158,-57.58493956,1.65,3.435E11                           ,J0904-5735|J090453-573504
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:10:18Z               ,133.7036455,20.10851134,1.87,3.435E11                           ,J0854+2006|J0854+201|J085448+200647|B0851+202
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:07:41Z               ,117.7168572,12.51800784,0.72,3.435E11                           ,J0750+1231|J0750+125|J075051+123113|B0748+126
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:05:05Z               ,111.4609996,-0.915706369,1.32,3.435E11                           ,J0725-0054|J0725-009|B0723-008|VLA_J0725-0054
ALMA-Band 7                        ,ALMA                               ,2024-01-12T06:58:44Z               ,194.0465274,-5.789312556,2.98,3.435E11                           ,J1256-0547|J1256-057|J125610-054722|3C279|B1253-055
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:55:24Z               ,116.8320136,-33.17971443,0.39,3.435E11                           ,J0747-3310|J0747-331|J074719-331046|B0745-330
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:52:41Z               ,80.74160267,-36.45856978,2.22,3.435E11                           ,J0522-3627|J0522-364|B0521-365
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:50:06Z               ,84.70983983,-44.08581636,1.7,3.435E11                           ,J0538-4405|J0538-440|J053851-440507|B0537-441
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:47:16Z               ,77.50987138,18.01155046,1.01,3.435E11                           ,J0510+1800|J0510+180|J051002+180041|B0507+179|VLA_0510+180
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:44:04Z               ,79.95717985,-45.77884811,1.69,3.435E11                           ,J0519-4546|J0519-454
