# Band Name                        ,Catalogue Name                     ,Date Observed                      ,RA,Dec,Flux,Frequency                          ,Names
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,319.9161703,-11.10408262,0.106,9.15E10                            ,J2119-1106|J211938-110606|J211939-110614
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,355.1610065,-34.71365573,0.042,1.035E11                           ,J2340-3442|J234038-344249|J234039-344305
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,347.0484854,20.14505424,0.147,9.15E10                            ,J2308+2008|J2308+201|J230812+200833|B2305+198|VLA_J2308+2008
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,302.8092326,-6.734321011,0.042,9.15E10                            ,J2011-0644|J2011-067|J201114-064403|J201115-064410|B2008-068
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,199.102366,19.78457218,0.063,1.035E11                           ,J1316+1947|J131625+194645
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,278.1290733,-56.98909098,0.084,9.15E10                            ,J1832-5659|J183230-565922|J183231-565920
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,301.1228244,-63.78980799,0.187,9.15E10                            ,J2004-6347|J200429-634721|J200429-634722
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,16.9415078,13.20144206,0.083,9.15E10                            ,J0107+1312|J0107+132|J010746+131159|B0105+129|VLA_J0107+1312
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,345.7742538,-30.50318698,0.062,1.035E11                           ,J2303-3030|J2303-305|J230304-302937|J230305-303011|B2300-307
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,301.1228244,-63.78980799,0.165,1.035E11                           ,J2004-6347|J200429-634721|J200429-634722
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,277.3649203,-57.09282599,0.103,9.15E10                            ,J1829-5705|J182926-570528|J182927-570534
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,17.11184403,-0.623379158,0.144,9.15E10                            ,J0108-0037|J010826-003722
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,269.7435721,-48.35347854,0.185,9.15E10                            ,J1758-4821|J175857-482045|J175858-482112
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,306.0946461,0.464750508,0.041,1.035E11                           ,J2024+0027|J2024+004|J202422+002751|B2021+003|VLA_J2024+0027
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,295.1620123,-65.45455619,0.041,1.035E11                           ,J1940-6527|J194039-652717|J194041-652729
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,151.5172719,-74.16224666,0.041,9.15E10                            ,J1006-7409|J100600-740934|J100604-740943
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,306.0946461,0.464750508,0.041,9.15E10                            ,J2024+0027|J2024+004|J202422+002751|B2021+003|VLA_J2024+0027
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,236.0590759,-23.20037332,0.041,1.035E11                           ,J1544-2312|J154413-231155|J154414-231201
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,291.4157924,-22.32642019,0.245,9.15E10                            ,J1925-2219|J192538-221931|J192539-221935
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,304.3722769,-68.41528126,0.102,9.15E10                            ,J2017-6824|J201728-682456|J201730-682457
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,278.6144685,-58.94340947,0.183,9.15E10                            ,J1834-5856|J183427-585636|J183428-585635
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,268.7716212,-55.6153011,0.142,1.035E11                           ,J1755-5536|J175504-553650|J175505-553655
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,354.9772303,-33.17135386,0.182,1.035E11                           ,J2339-3310|J2339-331|J233954-331018|B2337-334
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,305.3443804,-31.62167535,0.1,9.15E10                            ,J2021-3137|J202121-313704|J202122-313718
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,310.4477218,-27.30465079,0.04,1.035E11                           ,J2041-2718|J204146-271820|J204147-271817
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,358.8574849,-33.96533788,0.04,1.035E11                           ,J2355-3357|J235525-335755|J235526-335814
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,75.98660277,34.05780951,0.1,1.035E11                           ,J0503+3403
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,251.319723,-33.30493493,0.08,1.035E11                           ,J1645-3318|J164516-331816
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,266.1060625,-51.74548808,0.139,1.035E11                           ,J1744-5144|J174424-514443|J174425-514445
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,230.5416322,31.73732831,0.119,9.15E10                            ,J1522+3144|J1522+317|J152209+314418|B1520+319|VLA_J1522+3144
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,348.9505509,-18.01118061,0.099,9.15E10                            ,J2315-1800|J231548-180040
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,354.9772303,-33.17135386,0.198,9.15E10                            ,J2339-3310|J2339-331|J233954-331018|B2337-334
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,264.7729461,-41.6289231,0.079,1.035E11                           ,J1739-4137|J173905-413743
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,278.1290733,-56.98909098,0.079,1.035E11                           ,J1832-5659|J183230-565922|J183231-565920
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,230.7039169,28.14894744,0.059,1.035E11                           ,J1522+2808|J152248+280851
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,313.0279714,-65.38652146,0.059,1.035E11                           ,J2052-6523|J205205-652309|J205206-652311
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,247.7806316,-52.94326346,0.098,9.15E10                            ,J1631-5256|J163107-525632
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,304.7406664,-5.158159281,0.098,9.15E10                            ,J2018-0509|J201857-050927|J201858-050916
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,309.7860679,-31.95108156,0.137,1.035E11                           ,J2039-3157|J203908-315703|J203909-315643
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,280.3229075,-55.73805307,0.078,9.15E10                            ,J1841-5544|J184115-554419|J184117-554417
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,268.7716212,-55.6153011,0.156,9.15E10                            ,J1755-5536|J175504-553650|J175505-553655
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,266.8341569,-53.17231413,0.175,1.035E11                           ,J1747-5310|J174720-531018|J174720-531019
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,30.52860288,-5.983367303,0.175,3.435E11                           ,J0202-0559|J020206-055853|J020206-055859
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,259.4108266,-39.81461453,0.116,9.15E10                            ,J1717-3948|J1717-398|B1714-397
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,266.1060625,-51.74548808,0.174,9.15E10                            ,J1744-5144|J174424-514443|J174425-514445
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,200.7245383,-65.53885873,0.173,9.15E10                            ,J1322-6532|J132253-653220
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,269.7435721,-48.35347854,0.172,1.035E11                           ,J1758-4821|J175857-482045|J175858-482112
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,266.8341569,-53.17231413,0.191,9.15E10                            ,J1747-5310|J174720-531018|J174720-531019
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,292.5256671,-60.9358845,0.152,1.035E11                           ,J1930-6056|J193005-605606|J193006-605608
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,247.7806316,-52.94326346,0.095,1.035E11                           ,J1631-5256|J163107-525632
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,278.6144685,-58.94340947,0.171,1.035E11                           ,J1834-5856|J183427-585636|J183428-585635
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,264.6616257,-53.56944963,0.038,9.15E10                            ,J1738-5334|J173837-533405|J173838-533409
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,272.0285282,-21.41251716,0.019,9.15E10                            ,J1808-2124
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,292.5256671,-60.9358845,0.171,9.15E10                            ,J1930-6056|J193005-605606|J193006-605608
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,81.64702989,-67.81901573,0.076,9.15E10                            ,J0526-6749|J052635-674909|J052637-674920
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,309.7860679,-31.95108156,0.151,9.15E10                            ,J2039-3157|J203908-315703|J203909-315643
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,259.4108266,-39.81461453,0.094,1.035E11                           ,J1717-3948|J1717-398|B1714-397
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,305.3443804,-31.62167535,0.094,1.035E11                           ,J2021-3137|J202121-313704|J202122-313718
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,266.8341569,-53.17231413,0.075,3.435E11                           ,J1747-5310|J174720-531018|J174720-531019
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,347.0484854,20.14505424,0.131,1.035E11                           ,J2308+2008|J2308+201|J230812+200833|B2305+198|VLA_J2308+2008
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,220.9870508,25.02902518,0.056,1.035E11                           ,J1443+2501|J1443+250|J144356+250156|B1441+252|VLA_J1443+2501
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,75.98660277,34.05780951,0.112,9.15E10                            ,J0503+3403
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,277.3649203,-57.09282599,0.093,1.035E11                           ,J1829-5705|J182926-570528|J182927-570534
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,79.52142699,33.10371253,0.111,1.035E11                           ,J0518+3306|J0518+331|B0514+330|VLA_J0518+3306
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,16.9415078,13.20144206,0.074,1.035E11                           ,J0107+1312|J0107+132|J010746+131159|B0105+129|VLA_J0107+1312
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,321.2306239,-14.63703343,0.074,9.15E10                            ,J2124-1438|J212455-143812|J212455-143819
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,304.3722769,-68.41528126,0.092,1.035E11                           ,J2017-6824|J201728-682456|J201730-682457
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,199.9669234,19.69318742,0.073,9.15E10                            ,J1319+1941
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,0.272203125,-15.85196542,0.091,9.15E10                            ,J0001-1551|J000105-155101|J000105-155107
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,319.9161703,-11.10408262,0.091,1.035E11                           ,J2119-1106|J211938-110606|J211939-110614
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,199.9669234,19.69318742,0.072,1.035E11                           ,J1319+1941
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,151.5172719,-74.16224666,0.036,1.035E11                           ,J1006-7409|J100600-740934|J100604-740943
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,0.863600733,-15.78484901,0.072,9.15E10                            ,J0003-1547|J000327-154705
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,51.30560263,-24.26334809,0.036,1.035E11                           ,J0325-2415|J032512-241552
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,51.07313853,-22.90497934,0.036,1.035E11                           ,J0324-2254|J032417-225418|J032418-225426
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,272.0285282,-21.41251716,0.018,1.035E11                           ,J1808-2124
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,302.8092326,-6.734321011,0.036,1.035E11                           ,J2011-0644|J2011-067|J201114-064403|J201115-064410|B2008-068
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,311.19218,-6.541006364,0.036,1.035E11                           ,J2044-0632|J204445-063212|J204446-063228
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,348.9505509,-18.01118061,0.09,1.035E11                           ,J2315-1800|J231548-180040
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,241.8948431,-33.51914263,0.071,1.035E11                           ,J1607-3331|J1607-335|J160734-333108|B1604-333
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,51.07313853,-22.90497934,0.035,9.15E10                            ,J0324-2254|J032417-225418|J032418-225426
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,79.63577733,-69.58926679,0.051,9.15E10                            ,J0518-6935|J051832-693520
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,264.6616257,-53.56944963,0.034,1.035E11                           ,J1738-5334|J173837-533405|J173838-533409
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,234.9130713,27.74394777,0.067,3.435E11                           ,J1539+2744|J1539+277|J153938+274433|B1537+279|VLA_J1539+2744
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,78.90639558,-67.35773046,0.033,9.15E10                            ,J0515-6721|J051537-672128
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,256.4062715,-28.63615377,0.066,3.435E11                           ,J1705-2838|J170537-283810
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,202.6570421,25.15302182,0.097,3.435E11                           ,J1330+2509|J1330+251|3C287|B1328+254|VLA_J1330+2509
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,303.6193464,-0.789693894,0.031,1.035E11                           ,J2014-0047|J201428-004723
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,268.7716212,-55.6153011,0.062,3.435E11                           ,J1755-5536|J175504-553650|J175505-553655
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,300.8540632,-4.360674172,0.015,1.035E11                           ,J2003-0421|J200324-042137|J200326-042122
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,355.1610065,-34.71365573,0.045,9.15E10                            ,J2340-3442|J234038-344249|J234039-344305
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,301.1228244,-63.78980799,0.059,3.435E11                           ,J2004-6347|J200429-634721|J200429-634722
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,78.90639558,-67.35773046,0.026,1.035E11                           ,J0515-6721|J051537-672128
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,9.7842047,-22.33374429,0.024,1.035E11                           ,J0039-2220|J003908-222001|J003909-222011
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,241.8948431,-33.51914263,0.048,3.435E11                           ,J1607-3331|J1607-335|J160734-333108|B1604-333
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,266.1060625,-51.74548808,0.047,3.435E11                           ,J1744-5144|J174424-514443|J174425-514445
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,6.814048054,22.69946342,0.045,3.435E11                           ,J0027+2241|J0027+226|J002715+224153|B0024+224|VLA_J0027+2241
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,313.0279714,-65.38652146,0.045,3.435E11                           ,J2052-6523|J205205-652309|J205206-652311
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,347.0484854,20.14505424,0.044,3.435E11                           ,J2308+2008|J2308+201|J230812+200833|B2305+198|VLA_J2308+2008
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,359.6920213,19.92230608,0.044,3.435E11                           ,J2358+1955|J2358+199|J235846+195515|B2356+196|VLA_J2358+1955
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,247.7806316,-52.94326346,0.062,3.435E11                           ,J1631-5256|J163107-525632
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,275.0970314,-11.18674013,0.03,9.15E10                            ,J1820-1111|J182023-111111
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,307.7413914,-30.65676352,0.02,1.035E11                           ,J2030-3039|J203057-303924|J203058-303903
ALMA-Band 7                        ,ALMA                               ,2019-04-09T00:00:00Z               ,290.8525252,-63.34604599,0.053,3.435E11                           ,J1923-6320|J192324-632044|J192325-632044
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,307.7413914,-30.65676352,0.017,9.15E10                            ,J2030-3039|J203057-303924|J203058-303903
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,243.0385106,-14.32058663,0.016,1.035E11                           ,J1612-1419|J161209-141914
ALMA-Band 3                        ,ALMA                               ,2019-04-09T00:00:00Z               ,243.0385106,-14.32058663,0.014,9.15E10                            ,J1612-1419|J161209-141914
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,257.9541388,-33.64474242,0.03,9.15E10                            ,J1711-3338|J171148-333839
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,264.1761786,-19.74279228,0.03,9.15E10                            ,J1736-1944
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,289.3252667,14.08604746,0.029,1.035E11                           ,J1917+1405
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,81.92967569,-54.43799016,0.028,1.035E11                           ,J0527-5426|J052743-542615|J052743-542616
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,264.1761786,-19.74279228,0.028,1.035E11                           ,J1736-1944
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,233.2400203,-37.53816881,0.025,9.15E10                            ,J1532-3732
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,236.9314073,20.87128145,0.024,1.035E11                           ,J1547+2052
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,236.9314073,20.87128145,0.024,9.15E10                            ,J1547+2052
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,236.3930963,20.11124185,0.048,9.15E10                            ,J1545+2006|J154534+200654
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,171.8120777,-65.09547463,0.023,1.035E11                           ,J1127-6505|J112714-650544
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,297.6558405,-58.07770793,0.067,1.035E11                           ,J1950-5804|J195037-580439|J195037-580441
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,290.8525252,-63.34604599,0.089,9.15E10                            ,J1923-6320|J192324-632044|J192325-632044
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,225.4188519,-38.47198564,0.066,1.035E11                           ,J1501-3828|J150140-382815|J150140-382818
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,235.5001424,-11.31469643,0.066,9.15E10                            ,J1542-1118|J154200-111851|J154200-111852
ALMA-Band 7                        ,ALMA                               ,2019-04-08T00:00:00Z               ,193.6552317,-20.01566849,0.066,3.435E11                           ,J1254-2000|J125437-200056|J125438-200056
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,233.818891,19.91414083,0.022,1.035E11                           ,J1535+1954|J153516+195457
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,159.4139148,4.400485275,0.109,1.035E11                           ,J1037+0424|J1037+044|J103738+042401|B1035+046|VLA_J1037+0424
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,225.3948266,-39.31095218,0.043,9.15E10                            ,J1501-3918|J150134-391838
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,236.922024,-9.725833742,0.064,1.035E11                           ,J1547-0943|J154740-094349|J154741-094331
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,290.8525252,-63.34604599,0.085,1.035E11                           ,J1923-6320|J192324-632044|J192325-632044
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,258.699364,-25.24307791,0.021,9.15E10                            ,J1714-2514|J1714-252|J171447-251435|B1711-251
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,281.8027517,8.176496817,0.084,9.15E10                            ,J1847+0810|J1847+081|B1844+081|VLA_J1847+0810
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,157.3409609,5.32743895,0.063,1.035E11                           ,J1029+0519|J1029+053|J102921+051938|B1026+055|VLA_J1029+0519
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,84.92663647,-56.2138797,0.125,1.035E11                           ,J0539-5612|J053942-561250|J053943-561250
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,88.10785423,19.22785213,0.166,1.035E11                           ,J0552+1913|J0552+192|B0549+192|VLA_0552+192|VLA_J0552+1913
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,145.4504834,27.47744886,0.145,1.035E11                           ,J0941+2728|J0941+274|J094147+272813|B0938+277|VLA_J0941+2728
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,256.4062715,-28.63615377,0.124,1.035E11                           ,J1705-2838|J170537-283810
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,166.6001767,-36.78303173,0.062,9.15E10                            ,J1106-3646|J110619-364660|J110624-364659
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,296.6242821,-58.21456022,0.165,1.035E11                           ,J1946-5812|J194629-581246|J194629-581250
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,162.7699065,-31.63730769,0.206,1.035E11                           ,J1051-3138|J1051-316|J105104-313814|J105105-313748|B1048-313
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,294.6816931,9.705577381,0.041,9.15E10                            ,J1938+0942
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,236.3930963,20.11124185,0.041,1.035E11                           ,J1545+2006|J154534+200654
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,166.8028962,-68.34742429,0.224,1.035E11                           ,J1107-6820|J110712-682051
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,235.5001424,-11.31469643,0.061,1.035E11                           ,J1542-1118|J154200-111851|J154200-111852
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,84.92663647,-56.2138797,0.142,9.15E10                            ,J0539-5612|J053942-561250|J053943-561250
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,288.0297034,-8.072750606,0.283,9.15E10                            ,J1912-0804|J191207-080422
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,154.6160345,5.508322789,0.121,9.15E10                            ,J1018+0530|J1018+055|J101827+053022|B1015+057|VLA_J1018+0530
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,258.699364,-25.24307791,0.02,1.035E11                           ,J1714-2514|J1714-252|J171447-251435|B1711-251
ALMA-Band 7                        ,ALMA                               ,2019-04-08T00:00:00Z               ,196.6752065,-21.79749805,0.12,3.435E11                           ,J1306-2147|J130642-214752
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,258.4616259,-32.43672462,0.1,1.035E11                           ,J1713-3226|J171350-322608
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,168.2561761,-35.83007551,0.06,9.15E10                            ,J1113-3549|J111301-354947|J111302-355004
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,162.7699065,-31.63730769,0.22,9.15E10                            ,J1051-3138|J1051-316|J105104-313814|J105105-313748|B1048-313
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,159.4139148,4.400485275,0.119,9.15E10                            ,J1037+0424|J1037+044|J103738+042401|B1035+046|VLA_J1037+0424
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,134.2385199,21.19546056,0.119,1.035E11                           ,J0856+2111|J0856+211|J085658+211132|B0854+213|VLA_J0856+2111
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,228.3775914,-42.36558475,0.119,1.035E11                           ,J1513-4221|J151330-422156
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,134.2385199,21.19546056,0.138,9.15E10                            ,J0856+2111|J0856+211|J085658+211132|B0854+213|VLA_J0856+2111
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,88.10785423,19.22785213,0.177,9.15E10                            ,J0552+1913|J0552+192|B0549+192|VLA_0552+192|VLA_J0552+1913
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,145.4504834,27.47744886,0.157,9.15E10                            ,J0941+2728|J0941+274|J094147+272813|B0938+277|VLA_J0941+2728
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,256.4062715,-28.63615377,0.137,9.15E10                            ,J1705-2838|J170537-283810
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,287.9747392,-21.04550074,0.137,1.035E11                           ,J1911-2102|J191153-210244|J191153-210249
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,166.8028962,-68.34742429,0.254,9.15E10                            ,J1107-6820|J110712-682051
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,216.0668132,-14.11749826,0.058,9.15E10                            ,J1424-1407|J142415-140659|J142415-140703
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,166.6001767,-36.78303173,0.058,1.035E11                           ,J1106-3646|J110619-364660|J110624-364659
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,296.6242821,-58.21456022,0.173,9.15E10                            ,J1946-5812|J194629-581246|J194629-581250
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,258.4616259,-32.43672462,0.115,9.15E10                            ,J1713-3226|J171350-322608
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,220.9883226,-39.14445997,0.115,9.15E10                            ,J1443-3908|J144357-390839|J144401-390846
ALMA-Band 3                        ,ALMA                               ,2019-04-08T00:00:00Z               ,233.2400203,-37.53816881,0.019,1.035E11                           ,J1532-3732
