# Band Name                        ,Catalogue Name                     ,Date Observed                      ,RA,RA Uncertainty                     ,Dec,DEC Uncertainty                    ,Flux,Flux Density Uncertainty           ,Frequency                          ,Separation                         ,UV Min                             ,UV Max                             ,Names
ALMA-Band 1                        ,ALMA                               ,2023-03-30T00:00:00Z               ,1.5578875,2.78E-8                            ,-6.393148611,2.78E-8                            ,2.86,0.08,4.195E10                           ,Not Applicable                     ,                                   ,-154.3,J0006-0623|J0006-063|J000613-062334|J000613-062338|B0003-066
ALMA-Band 4                        ,ALMA                               ,2023-03-22T00:00:00Z               ,166.7862255,3.88888888889E-8                   ,-44.81878286,2.77777777778E-8                   ,1.11,0.05,1.5498E11                          ,Not Applicable                     ,                                   ,-21.1,J1107-4449|J1107-448|J110707-444905|B1104-445
ALMA-Band 1                        ,ALMA                               ,2022-12-29T00:00:00Z               ,65.81583633,2.78E-8                            ,-1.342518194,2.78E-8                            ,6.5,0.05,4.195E10                           ,Not Applicable                     ,                                   ,-41.2,J0423-0120|J0423-013|J042315-012034|B0420-014
ALMA-Band 1                        ,ALMA                               ,2022-12-29T00:00:00Z               ,53.55689371,3.61111111111E-8                   ,-40.14038831,2.77777777778E-8                   ,1.05,0.01,3.802E10                           ,Not Applicable                     ,                                   ,-36.9,J0334-4008|J0334-401|J033413-400830|B0332-403
ALMA-Band 1                        ,ALMA                               ,2022-12-29T00:00:00Z               ,39.468357,3.05555555556E-8                   ,28.80249724,2.77777777778E-8                   ,1.72,0.02,3.802E10                           ,Not Applicable                     ,                                   ,-35.8,J0237+2848|J0237+288|J023752+284814|B0234+285
ALMA-Band 1                        ,ALMA                               ,2022-12-29T00:00:00Z               ,77.50987138,3.05555555556E-8                   ,18.01155046,2.77777777778E-8                   ,1.59,0.02,3.802E10                           ,Not Applicable                     ,                                   ,-36.9,J0510+1800|J0510+180|J051002+180041|B0507+179|VLA_0510+180
ALMA-Band 1                        ,ALMA                               ,2022-12-29T00:00:00Z               ,84.70983983,3.88888888889E-8                   ,-44.08581636,2.77777777778E-8                   ,1.55,0.02,3.802E10                           ,Not Applicable                     ,                                   ,-35,J0538-4405|J0538-440|J053851-440507|B0537-441
ALMA-Band 1                        ,ALMA                               ,2022-12-29T00:00:00Z               ,79.95717985,8.33333333333E-8                   ,-45.77884811,4.44444444444E-8                   ,1.53,0.02,3.802E10                           ,Not Applicable                     ,                                   ,-35.5,J0519-4546|J0519-454
ALMA-Band 8                        ,ALMA                               ,2022-09-04T00:00:00Z               ,65.81583633,2.78E-8                            ,-1.342518194,2.78E-8                            ,2.5,0.24,4.1048E11                          ,Not Applicable                     ,                                   ,-62.8,J0423-0120|J0423-013|J042315-012034|B0420-014
ALMA-Band 8                        ,ALMA                               ,2022-09-04T00:00:00Z               ,84.70983983,3.88888888889E-8                   ,-44.08581636,2.77777777778E-8                   ,1.56,0.26,4.1048E11                          ,Not Applicable                     ,                                   ,-61.3,J0538-4405|J0538-440|J053851-440507|B0537-441
ALMA-Band 8                        ,ALMA                               ,2022-09-04T00:00:00Z               ,39.66220878,2.77777777778E-8                   ,16.61646517,2.77777777778E-8                   ,0.81,0.162,4.1048E11                          ,Not Applicable                     ,                                   ,-53.8,J0238+1636|J0238+166|J023838+163704|B0235+164
ALMA-Band 8                        ,ALMA                               ,2022-09-04T00:00:00Z               ,79.95717985,8.33333333333E-8                   ,-45.77884811,4.44444444444E-8                   ,0.95,0.19,4.1048E11                          ,Not Applicable                     ,                                   ,-61,J0519-4546|J0519-454
ALMA-Band 9                        ,ALMA                               ,2022-08-23T00:00:00Z               ,263.2612741,2.77777777778E-8                   ,-13.08043006,2.77777777778E-8                   ,0.36,0.072,6.7398E11                          ,Not Applicable                     ,                                   ,-109.2,J1733-1304|J1733-130|J173302-130445|B1730-130|NRAO530
ALMA-Band 9                        ,ALMA                               ,2022-08-23T00:00:00Z               ,327.0227445,2.77777777778E-8                   ,6.960723397,2.77777777778E-8                   ,0.41,0.082,6.7398E11                          ,Not Applicable                     ,                                   ,-93.9,J2148+0657|J2148+069|J214805+065743|B2145+067
ALMA-Band 9                        ,ALMA                               ,2022-08-23T00:00:00Z               ,300.2378768,3.06E-8                            ,-17.81602017,2.78E-8                            ,0.67,0.134,6.7398E11                          ,Not Applicable                     ,                                   ,-109,J2000-1748|J2000-178|J200057-174856|B1958-179
ALMA-Band 9                        ,ALMA                               ,2022-08-10T00:00:00Z               ,244.3245469,5.83333333333E-8                   ,-58.80218339,3.05555555556E-8                   ,0.25,0.05,6.7398E11                          ,Not Applicable                     ,                                   ,-91.8,J1617-5848|J1613-586
ALMA-Band 8                        ,ALMA                               ,2022-04-18T00:00:00Z               ,343.4906164,2.77777777778E-8                   ,16.14821135,2.77777777778E-8                   ,2.08,0.06,4.165E11                           ,Not Applicable                     ,                                   ,-54.1,J2253+1608|J2253+161|J225358+160853|3C454.3|B2251+158
ALMA-Band 8                        ,ALMA                               ,2022-04-18T00:00:00Z               ,194.0465274,2.78E-8                            ,-5.789312556,2.78E-8                            ,6.65,0.23,4.165E11                           ,Not Applicable                     ,                                   ,-60.9,J1256-0547|J1256-057|J125610-054722|3C279|B1253-055
ALMA-Band 8                        ,ALMA                               ,2022-04-18T00:00:00Z               ,291.2127332,3.05555555556E-8                   ,-29.24170029,2.77777777778E-8                   ,4.28,0.15,4.165E11                           ,Not Applicable                     ,                                   ,-60.5,J1924-2914|J1924-292|J192451-291428|B1921-293
ALMA-Band 10                       ,ALMA                               ,2018-11-27T11:50:00Z               ,194.0465274,2.77777777778E-8                   ,-5.789312542,2.77777777778E-8                   ,4.9,0.7,8.61E11                            ,Not Applicable                     ,                                   ,null                               ,J1256-0547|J1256-057|J125610-054722|3C279|B1253-055
ALMA-Band 10                       ,ALMA                               ,2018-11-22T04:25:00Z               ,80.74160268,3.33333333333E-8                   ,-36.45856978,2.77777777778E-8                   ,3,0.5,8.61E11                            ,Not Applicable                     ,                                   ,null                               ,J0522-3627|J0522-364|B0521-365
ALMA-Band 9                        ,ALMA                               ,2015-05-31T00:00:00Z               ,229.42422083333332                 ,3.0555555555555556E-8              ,-24.37207667,2.777777777777778E-8               ,1.019,0.102,6.73E11                            ,Not Applicable                     ,                                   ,-1419.8,J1517-2422|J1517-243|J151743-242216|B1514-241
ALMA-Band 9                        ,ALMA                               ,2015-05-31T00:00:00Z               ,204.41576250000003                 ,2.777777777777778E-8               ,-12.95685917,2.777777777777778E-8               ,1.396,0.14,6.73E11                            ,Not Applicable                     ,                                   ,-1343.8,J1337-1257|J1337-129|J133739-125720|B1334-127
ALMA-Band 9                        ,ALMA                               ,2011-06-13T00:00:00Z               ,306.2951755,4.166666666666666E-8               ,33.716726244444445                 ,3.3333333333333334E-8              ,0.45,0.17,6.66E11                            ,Not Applicable                     ,                                   ,-532.8,J2025+3343|J2025+337|B2023+336
#EOF,,,,,,,,,,,,,
